Vendor,VendorNo,SingleAmt,AggregateAmt,Division,QuestionnaireDate,STATUS,TradeDescription,RequestFirstDate,RequestSecondDate,RequestThirdDate,Chk_ProjHistory,Chk_Financials,Chk_BackLog,Chk_SalesHistory,Chk_BondHistory,Chk_ProjectList,Chk_KeyOfficer,Chk_OSHA_Log,Chk_Questionnaire,ZeroHarmQ,VendorEmail,VendorAddr,VendorCity,VendorState,VendorZip,ExpirationDate,CurrBal,MinorityStatus,Folder,VendorTaxID,vendorrank,QR,SR,HR,CR,QnLink,QProjects,PrjCnt,CmpltCnt,WatchList,WatchListPeople,RecID,PLookupVID,TypicalJobSize
"Haire Plumbing & Mechanical Co., Inc.",1959549,1500000,2250000,Carolinas,03/02/2023,Negotiating,Div 15 - Mechanical,3/3/2023,3/30/2023,8/18/2023,1,1,0,0,1,0,0,0,0,YES,ashley@haireplumbing.com,367 Winslow Street,Fayetteville,NC,28301,02/29/2020,0,SBE,HAIREPLUMB_56-0774723\2019,560774723,NULL,NULL,NULL,NULL,NULL,23061a323506,1,0,1,N,,38992,1959549,0
Southland Paving Inc.,1959756,5000000,8000000,California,04/16/2021,Expired,Div 02 - Site Conditions,1/31/2022,3/15/2022,1/10/2023,1,1,1,1,1,1,1,1,1,YES,daniellem@southlandpaving.com,361 North Hale Avenue,Escondido,CA,92029,01/31/2022,0,,SOUTHLANDP_33-0010538\2021,330010538,4.262142,4.120000,4.428571,4.000000,4.500000,21106a268456,3,0,3,N,,34159,1959756,0
"AVAR Construction, Inc.",1960537,3000000,5000000,California,03/27/2019,Expired,Div 31 - Earthwork,3/28/2019,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,rp@avarconstruction.com,47375 Fremont Blvd.,Fremont,CA,94538,04/30/2019,0,,AVARCONSTR_20-8133962\2018,942913322,NULL,NULL,NULL,NULL,NULL,19086a190676,3,0,3,N,,27540,1960537,0
"Universal Steel of NC, LLC",1967288,5000000,7000000,Carolinas,01/10/2022,Negotiating,Div 05 - Metals,1/11/2022,2/3/2022,NULL,1,0,0,0,0,0,1,1,0,YES,wnoethling@universalsteelinc.com,630 Bassett Drive,Thomasville,NC,27360,11/30/2021,0,,UNIVERSALS_20-4418651\2021,204418651,3.270833,3.333333,3.000000,3.000000,3.750000,22010a289996,3,0,5,N,,36126,1967288,0
D Washington Group,1967918,0,0,Carolinas,10/16/2014,Do Not Use,Div 02 - Site Conditions,3/24/2015,1/8/2019,1/8/2019,0,1,1,1,0,1,1,1,1,YES,lisa@dwashingtongroup.com,"411 W Main St, Ste 906",Durham,North Carolina,27701,NULL,0,HUbZone;S/DBE;SB;SBE,DWASHINGTO_27-1962187\2014,271962187,NULL,NULL,NULL,NULL,NULL,14289r10921,1,0,1,N,,12336,1967918,500000
"Accurate Control, Inc.",1967951,4000000,5500000,All Other Locations,04022024,Expired,Div 28 - Alarms and Surveillance,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,bolm@accuratecontrols.com,420 E. Oshkosh Street,Ripon,WI,54971,11/30/2024,0,,ACCURATECO_39-1687964\2024,391687964,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,N,,39293,1967951,0
"Integrated Interiors, Inc.",1972144,4000000,4000000,Texas,06/02/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,amy@integratedinteriorsinc.com,7533 Pebble Dr Bldg 23,Fort Worth,TX,76118,04/30/2023,0,,INTEGRATED_75-1511722\2022,751511722,NULL,NULL,NULL,NULL,NULL,22153a299996,3,0,1,N,,37608,1972144,0
Gilbert Masonry,1977478,0,0,Carolinas,01/14/2014,Do Not Use,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,receptionist@gilbertmasonryinc.com,7491-A Hagers Hollow Drive,Denver,North Carolina,28037,NULL,10916,MBE,GILBERTMAS_56-1517465\2015,561517465,1.700854,1.769230,1.500000,1.833333,0.000000,14014r37031,1,1,2,N,,9701,1977478,0
"Lach Tile and Marble, Inc.",1992358,2000000,3500000,"Washington, D.C.",05/25/2022,Finaled,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,rclach@lachtile.com,"1587 Sulphur Spring Rd., Ste 104",Halethorpe,MD,21227,04/30/2025,178882,SB;WOB,LACHTILEAN_52-2137425\2022,522137425,3.225568,3.477272,2.625000,3.550000,3.250000,22145a306416,4,2,25,N,,37538,1992358,0
"Ace Electric, Inc. - GA",1993367,20000000,30000000,Georgia,05/02/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kelly.oates@aceelectric.net,4081 Inner Perimeter Road,Valdosta,GA,31602,04/30/2023,0,,ACEELECTRI_20-2028352\2022,202028352,NULL,NULL,NULL,NULL,NULL,22122a303816,2,0,2,N,,37228,1993367,0
The Muhler Company Inc,1999598,1500000,2500000,Carolinas,02/03/2020,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ccurtis@muhler.com,"630 Skylark Dr., Suite U",Charleston,SC,29407,04/30/2024,501331,,THEMUHLERC_57-1046596\2017,571046596,2.314619,2.333333,2.400000,2.210526,0.000000,20034a4916,4,2,5,N,,30324,1999598,0
The Nassal Company,2000751,4000000,6000000,Florida,05/04/2020,Expired,Div 05 - Metals,4/13/2021,8/17/2021,1/6/2023,1,1,1,1,1,1,1,1,1,YES,sluppi@nassal.com,415 W KALEY ST,Orlando,FL,32806,04/30/2021,0,,THENASSALC_59-2426138\2020,592426138,4.135416,4.166666,4.000000,3.625000,4.750000,20125a237336,2,0,8,N,,31528,2000751,0
"Fox Building Company, Inc.",2008207,1000000,1500000,Georgia,07/14/2022,Expired,Div 13 - Special Construction,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,dsikes@foxbuildingco.com,1550 Hillcrest rd,Norcross,GA,30093,04/30/2023,0,SB,FOXBUILDIN_58-1650304\2022,581650304,3.555555,4.000000,3.000000,3.666666,0.000000,22195a300816,3,0,2,N,,37942,2008207,0
"Acoustics and Specialties, LLC",2009678,2000000,3000000,All Other Locations,02/23/2021,Expired,Div 09 - Finishes,4/4/2022,5/18/2022,1/6/2023,1,1,1,1,1,1,1,1,1,YES,williamroark@acoustics-inc.com,3929 Senator,Memphis,TN,38118,04/30/2022,0,SB;SBE,ACOUSTICSA_94-3455301\2021,943455301,NULL,NULL,NULL,NULL,NULL,21054a242236,2,0,4,N,,33388,2009678,0
"Rudd & Adams Masonry, Inc.",2010564,1500000,3000000,Texas,06/22/2022,Expired,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,terry.adams@ruddandadams.com,242 State Hwy 46 W,Boerne,TX,78006,04/30/2024,0,SBE,RUDDADAMSM_74-2870564\2022,742870564,NULL,NULL,NULL,NULL,NULL,22173a308076,2,0,2,N,,37793,2010564,0
Building and Earth Sciences,2012979,1000000,1500000,Carolinas,03/28/2022,Expired,Div 01 - General Requirements,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,droberts@buildingandearth.com,5545 Derby Drive,Birmingham,AL,35210,04/30/2024,5021,WOB,BUILDINGEA_63-1195354\2022,631195354,NULL,NULL,NULL,NULL,NULL,22087a295836,3,2,3,N,,36573,2012979,0
"LFTP Panels, Inc.",2012982,500000,500000,Texas,07/12/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,dtracy@lftpanels.com,1606 CRESTDALE DR,HOUSTON,TX,77080,04/30/2023,0,HUbZone;MOB,LFTPPANELS_76-0570837\2022,760570837,4.262929,4.315789,4.357142,4.045454,4.333333,22193a311066,4,0,31,N,,37922,2012982,0
"Brothers Pro-Pave, LLC",2013314,0,0,"Washington, D.C.",09/12/2022,Negotiating,Div 03 - Concrete,10/3/2022,10/27/2022,3/3/2023,0,1,0,0,0,0,0,0,0,YES,DMerz@propaveinc.com,21563 Stonetree Court,Sterling,VA,20166,04/30/2022,23478,SB,BROTHERSPR_87-3856416\2022,542024953,3.666666,4.000000,2.000000,5.000000,0.000000,22255a310796,4,1,12,N,,38285,2013314,0
PC Richard and Son,2016351,5500000,7000000,"Washington, D.C.",05/13/2021,Expired,Div 11 - Equipment,5/31/2022,7/13/2022,11/14/2022,1,1,1,1,1,1,1,1,1,YES,Curt.Mohammed@pcrichard.com,150 Price Pkwy,Farmingdale,NY,11735,05/31/2022,0,,PCRICHARDS_11-2128677\2021,112128677,2.417391,2.652173,2.000000,2.600000,0.000000,21133a275866,0,0,8,N,,34773,2016351,0
"Maxair Mechanical, Inc.",2030027,3000000,5000000,Georgia,06/07/2019,Finaled,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jgary@maxairinc.com,814 Livingston Court,Marietta,GA,30067,04/30/2025,0,,MAXAIRMECH_58-1773064\2019,581773064,3.893939,3.909090,4.333333,3.833333,3.500000,19158a205326,2,0,5,N,,28885,2030027,0
"BrandSafway Services, LLC",2031972,1500000,3000000,California,08/17/2022,Expired,Div 14 - Conveying,11/15/2023,NULL,NULL,0,1,0,0,0,0,0,0,0,YES,cmcdonnough@brandsafway.com,"1325 Cobb International Dr, Suite A-1",Kennesaw,GA,30152,04/30/2023,0,,BRANDSAFWA_34-1761339\2022,341761339,NULL,NULL,NULL,NULL,NULL,22229a313556,4,0,112,N,,38145,2031972,0
"In-Ex Systems, Inc.",2036838,500000,500000,Georgia,04/28/2021,Expired,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kim@inexsystems.com,"2010 Cobb International Blvd., Suite C",Kennesaw,GA,30152,04/30/2024,0,,INEXSYSTEM_58-2037722\2021,582037722,NULL,NULL,NULL,NULL,NULL,21118a271686,4,0,10,N,,34456,2036838,0
"InEx Systems, Inc.",2036838,500000,500000,Georgia,NULL,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,-na-,-na-,-na-,-na-,04/30/2025,0,,,582037722,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10,N,,39114,2036838,0
TSI Exterior Wall Systems,2041217,10000000,15000000,"Washington, D.C.",04/05/2022,Negotiating,Div 08 - Doors and Windows,4/6/2022,6/7/2022,11/15/2022,1,1,1,1,1,1,1,1,1,YES,tcornellier@tsiwalls.com,8520 Pepco Place,Upper Marlboro,MD,20772,04/30/2020,0,,TSIEXTERIO_52-1742015\2019,522214550,3.101851,3.416666,3.000000,2.888888,0.000000,22095a142556,3,0,11,N,,36695,2041217,0
Dick Miller Inc.,2042515,6000000,8000000,California,06/21/2022,Expired,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,gbullock@dmiusa.net,930 Boardwalk Suite H,San Marcos,CA,92078,04/30/2023,0,DVBE;SBE,DICKMILLER_33-0654534\2023,330654534,NULL,NULL,NULL,NULL,NULL,22172a309536,1,0,2,N,,37787,2042515,0
"3-D ENTERPRISES, INC.",2042529,1500000,2000000,California,07/19/2021,Expired,Div 32 - Sitework,3/25/2022,4/8/2022,11/21/2022,1,1,1,1,1,1,1,1,1,YES,OFFICE@3D-NT.COM,"3665 Ruffin Road, Ste. 103",SAN DIEGO,CA,92123,04/30/2022,0,SB,DENTERPRIS_33-0744177\2021,330744177,NULL,NULL,NULL,NULL,NULL,21200a239706,1,0,1,N,,35276,2042529,0
"United Electric Company, Inc.",2045435,3000000,4000000,Georgia,04/13/2021,Expired,Div 16 - Electrical,11/1/2021,1/31/2022,2/28/2023,1,1,1,1,1,1,1,1,1,YES,nmorrow@ueco.com,1270 Kennestone Circle,Marietta,Georgia,30066,10/31/2021,11500,,UNITEDELEC_58-1712647\2021,581712647,4.479364,4.571428,4.400000,4.466666,0.000000,21103a268756,4,1,26,N,,34039,2045435,0
"Atlanta Commercial Millworks, Inc.",2048021,500000,750000,Georgia,04/26/2022,Expired,Div 06 - Carpentry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,hillary@acmillwork.com,2109 Defoor Hills Road,Atlanta,GA,30318,04/30/2023,0,,ATLANTACOM_58-2463691\2022,582463691,3.954175,3.675675,3.307692,3.833333,5.000000,22116a302686,4,0,20,N,,37088,2048021,0
Potomac Architectural Millwork Corporation,2049314,1200000,1500000,"Washington, D.C.",01/24/2023,Negotiating,Div 06 - Carpentry,2/15/2023,2/24/2023,6/8/2023,0,1,0,0,1,0,1,1,0,YES,nmori@pmillwork.com,"15010 Farm Creek Drive, Suite 100",Woodbridge,VA,22191,04/30/2020,14605,,POTOMACARC_51-1918914\2019,541918914,NULL,NULL,NULL,NULL,NULL,23024a321496,4,1,7,N,,38819,2049314,0
Gill Plumbing Company,2050277,6500000,8500000,Georgia,04/23/2021,Expired,Div 22 - Plumbing,4/4/2022,5/18/2022,1/6/2023,1,1,1,1,1,1,1,1,1,YES,mike@gillplumbing.com,P.O. Box 40,Lilburn,Georgia,30048,04/30/2022,150852,SB,GILLPLUMBI_58-1250499\2021,581250499,4.158884,4.292682,4.200000,4.142857,4.000000,21113a272316,4,1,8,N,,34325,2050277,0
"Progressive Plumbing, LLC",2050319,2000000,2500000,Florida,04/05/2022,Negotiating,Div 22 - Plumbing,4/6/2022,6/3/2022,1/4/2023,1,1,1,1,1,1,1,1,1,YES,ksapp@progressiveplumbing.com,"1064 W Hwy 50, Suite 101",Clermont,FL,34711,04/30/2022,0,,PROGRESSIV_59-2618044\2021,592618044,2.852338,2.631578,2.777777,2.000000,4.000000,22095a297616,2,0,2,N,,36688,2050319,0
"Sinclair Construction Group, Inc.",2051740,650000,900000,Georgia,04/24/2017,Expired,Div 03 - Concrete,3/22/2018,3/23/2018,1/10/2020,1,1,1,1,1,1,1,1,1,YES,jadams@sinclaircg.com,"200 Cobb Pkwy North, Bldg 400 Suite 410",MARIETTA,GA,30062,04/30/2018,0,,SINCLAIRCO_45-5617096\2017,455617096,3.666666,4.166666,3.500000,3.000000,4.000000,17114r9682,3,0,11,N,,21930,2051740,0
"Christenson Electric, Inc.",2054283,5000000,8000000,Oregon,05/21/2019,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Stephanie.Shellum@Christenson.com,17201 NE Sacramento Street,Portland,OR,97230,04/30/2025,3710625,,CHRISTENSO_93-0502175\2019,930502175,2.966666,3.200000,3.000000,2.666666,3.000000,19141a204746,4,5,50,N,,28643,2054283,0
"B&D Concrete Cutting, Inc.",2055346,850000,1000000,Georgia,05/02/2022,Expired,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Jslay@bdconcretecutting.com,6215 PURDUE DRIVE SW,ATLANTA,Georgia,30336,04/30/2024,0,,BANDDCONCR_58-2645514\2022,582645514,NULL,NULL,NULL,NULL,NULL,22122a303836,3,0,11,N,,37227,2055346,0
"Pure Effect, Inc.",2056702,400000,500000,California,08/03/2018,Expired,Div 02 - Site Conditions,4/1/2019,5/14/2019,11/6/2020,1,1,1,1,1,1,1,1,1,YES,sales@pureeffect.com,601 W. Valencia Dr,Fullerton,CA,92832,04/30/2019,0,SBE,PUREEFFECT_33-0646355\2018,330646355,NULL,NULL,NULL,NULL,NULL,18215a160346,0,0,1,N,,25949,2056702,0
United States Electric Corporation,2093626,0,0,Washington,04/18/2019,Expired,Div 16 - Electrical,4/14/2020,5/4/2020,2/14/2022,1,1,1,1,1,1,1,1,1,YES,amy@uselectricorp.com,PO Box 87,Olympia,WA,98507,04/30/2020,0,Fed Small;SB;SBE,UNITEDSTAT_71-0892314\2019,710892314,4.354166,4.416666,4.000000,4.500000,4.500000,19108a199016,4,0,7,N,,28084,2093626,2500000
"TCI Contracting, LLC dba Denison Glass & Mirror",2094890,3000000,4000000,Texas,01/11/2022,Negotiating,Div 08 - Doors and Windows,1/11/2022,NULL,NULL,1,1,1,1,1,1,1,1,1,YES,mg@denisonglass.com,4231 S State Highway 91,Denison,TX,75020,04/30/2020,0,,TCICONTRAC_20-1939118\2019,752634201,4.396992,4.685714,4.428571,4.473684,4.000000,22011a290096,0,0,6,N,,36133,2094890,0
"Commercial Glass & Mirror, Inc.",2102898,750000,1250000,Georgia,11/30/2021,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kraigchester@cgminc.net,685 Red Oak Road,Stockbridge,GA,30281,04/30/2025,8360,,COMMERCIAL_58-1519270\2021,581519270,NULL,NULL,NULL,NULL,NULL,21334a288576,4,1,12,N,,36020,2102898,0
McKernan Inc.,2108661,0,0,California,10/19/2020,Negotiating,Div 08 - Doors and Windows,12/2/2020,12/17/2020,1/4/2023,1,1,1,1,1,1,1,1,1,YES,bryan@mckernaninc.com,508 E. Stuart Avenue,Redlands,CA,92374,NULL,308929,SB,MCKERNANIN_27-0579959\2020,270579959,2.789473,3.157894,3.250000,3.000000,1.750000,20293a184416,4,2,25,N,,32740,2108661,0
"Worcester Eisenbrandt, Inc.",2113202,5000000,6500000,"Washington, D.C.",06/17/2022,Finaled,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ksylvester@weiconstruction.com,2100 Gable Avenue,Baltimore,MD,21230,04/30/2025,0,Fed Small;SB,WORCESTERE_52-1546564\2022,521546564,NULL,NULL,NULL,NULL,NULL,22168a308706,3,0,4,N,,37753,2113202,0
"Critical Electric Systems Group, LLC",2113259,4000000,6000000,Texas,02/07/2023,Negotiating,Div 15 - Mechanical,2/7/2023,4/3/2023,NULL,0,1,0,0,0,0,0,0,0,YES,berniew@culinarydepot.com,"2920 E Plano Pkwy., Suite 100",Plano,TX,75074-7470,04/30/2022,0,MOB,CRITICALEL_20-1402397\2021,201402397,NULL,NULL,NULL,NULL,NULL,23038a299006,4,0,7,N,,38882,2113259,0
"Rudy L Hawkins Electrical Contractor, Inc.",2130072,13000000,18000000,"Washington, D.C.",04/27/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jkoogler@rudylhawkinselectrical.com,600 West Hundred Road,Chester,Virginia,23836,04/30/2024,18473,VET,RUDYLHAWKI_54-1140243\2022,541140243,4.848792,4.913043,4.800000,4.833333,0.000000,22117a302876,4,2,8,N,,37105,2130072,0
Tinmen Contracting Inc,2130073,0,0,California,01/11/2013,Do Not Use,Div 07 - Thermal and Moisture Protection,9/30/2013,10/22/2013,9/15/2014,1,1,1,1,1,1,1,1,1,Yes,roseann@challengersm.com,9450 Candida Street,San Diego,California,92126,NULL,0,SBE,TINMENCONT_27-3981587\2013,273981587,NULL,NULL,NULL,NULL,NULL,13011r20591,0,0,1,N,,5949,2130073,0
HVAC Team Mechanical Services Inc dba Team Services,2132230,0,0,Texas,01/29/2020,Negotiating,Div 23 - HVAC,1/30/2020,2/25/2020,4/28/2021,1,1,1,1,1,1,1,1,1,YES,smcdaniel@teamservicestx.com,"2201 Patterson Industrial Drive, 200",Pflugerville,TX,78660,NULL,0,,HVACTEAMME_45-2041182\2020,452041182,NULL,NULL,NULL,NULL,NULL,20029a222776,3,0,19,N,,30303,2132230,0
"New England Laboratory Casework Co., Inc.",2134803,3500000,7000000,Carolinas,04/21/2022,Finaled,Div 12 - Furnishings,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,gcullati@newenglandlab.com,3 Arrow Dr,Woburn,MA,01801,04/30/2025,329774,,NEWENGLAND_04-3233128\2022,043233128,NULL,NULL,NULL,NULL,NULL,22111a301806,2,1,5,N,,37000,2134803,0
"Texas Roof Management, Inc.",2135022,2000000,4000000,Texas,04/27/2021,Expired,Div 07 - Thermal and Moisture Protection,4/10/2022,5/24/2022,11/21/2022,1,1,1,1,1,1,1,1,1,YES,mikecieri@texasroof.com,728 Lingco Drive,Richardson,TX,75081,04/30/2022,0,HUbZone;WOB,TEXASROOFM_75-2629087\2021,752629087,NULL,NULL,NULL,NULL,NULL,21117a272186,1,0,1,N,,34413,2135022,0
"DGS Construction, LLC Trading as Schuster Concrete Construction",2135807,40000000,50000000,"Washington, D.C.",08/24/2022,Finaled,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,wandas@schusterconstruction.com,3717 CRONDALL LANE STE B,OWINGS MILLS,MD,21117,08/31/2025,0,,DGSCONSTRU_52-2195792\2022B,522195792,2.611111,2.111111,2.333333,2.000000,4.000000,22236a313936,4,0,7,N,,38198,2135807,0
Camps Construction Company,2136718,1500000,2500000,Carolinas,04/01/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kmccutchen@campsconstruction.com,520 East Charles Street,Matthews,NC,28105,04/30/2024,0,HUbZone;MOB;SB,CAMPSCONST_03-0434618\2022,030434618,4.736111,4.875000,4.500000,4.833333,0.000000,22091a296996,1,0,6,N,,36652,2136718,0
"J. R. Hobbs Co. - Atlanta, LLC",2137438,5000000,7000000,Georgia,08/30/2022,Finaled,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,sdaugherty@jrhobbs.com,"2021 Cedars Rd., Suite 100",Lawrenceville,GA,30043,07/31/2025,0,,JRHOBBSCOL_26-2317730\2022,262317730,2.416666,2.416666,2.500000,2.333333,0.000000,22242a314346,3,0,6,N,,38232,2137438,0
Sylvester Roofing,2138702,2500000,4000000,California,05/26/2022,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,office@sylvesterroofing.com,2255 Barham St,Escondido,CA,92029,04/30/2025,1955220,,SYLVESTERR_33-0233966\2022,330233966,3.836309,3.761904,4.000000,3.083333,4.500000,22146a307176,4,9,32,N,,37557,2138702,0
Pioneer Concrete Pumping Service Inc,2140015,1250000,1750000,Georgia,04/20/2018,Expired,Div 03 - Concrete,3/28/2019,5/6/2019,8/13/2021,1,1,1,1,1,1,1,1,1,YES,docs@pioneerconcrete.com,"6400 Highlands Parkway, Suite C",Smyrna,GA,30082,04/30/2019,0,,PIONEERCON_58-1379978\2018,581379978,4.250000,4.000000,4.500000,4.000000,4.500000,18110a147706,4,0,11,N,,24761,2140015,0
"W.B. Guimarin & Company, Inc.",2141145,5000000,6000000,Carolinas,NULL,Finaled,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,1124 Bluff Industrial Blvd,Columbia,SC,29201,04/30/2025,2475793,,,570404484,3.129629,3.166666,3.333333,2.888888,0.000000,NULL,0,2,2,N,,39481,2141145,0
Architectural Glass Services Inc,2142533,500000,750000,Florida,05/27/2022,Negotiating,Div 08 - Doors and Windows,6/1/2022,8/9/2022,12/7/2022,1,1,1,1,1,1,1,1,1,YES,ags_accounting@arcglsserv.com,1815 Acme Street,Orlando,FL,32805,04/30/2022,0,,ARCHITECTU_59-3203834\2021,593203834,4.471969,4.500000,4.333333,4.454545,4.600000,22147a300736,4,0,9,N,,37582,2142533,0
Progressive Investments Inc dba Modern Masonry,2144359,1000000,2000000,California,05/12/2022,Finaled,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,annie@modernmasonry.com,1168 Greenfield Drive,El Cajon,CA,92021,04/30/2025,0,SBE,PROGRESSIV_33-0413151\2022,330413151,NULL,NULL,NULL,NULL,NULL,22132a305476,4,0,1,N,,37383,2144359,0
Progressive Commercial Interiors LLC,2144359,1000000,1000000,Arizona,03/31/2022,Negotiating,Div 10 - Specialties,5/16/2022,6/28/2022,1/4/2023,1,1,1,1,1,1,1,1,1,YES,mary@pciaz.com,1206 N Stadem Drive,Tempe,AZ,85281,04/30/2022,0,,PROGRESSIV_20-8803943\2021,330413151,NULL,NULL,NULL,NULL,NULL,22090a296576,4,0,1,N,,36622,2144359,0
"Sauer Group, Inc.",2144632,5000000,8500000,Florida,11/13/2019,Expired,Div 15 - Mechanical,4/26/2020,10/13/2020,8/1/2022,1,1,1,1,1,1,1,1,1,YES,kfoster@sauergroup.com,"11223 Phillips Parkway Drive East, Ste 100",Jacksonville,FL,32256,04/30/2020,0,,SAUERGROUP_26-2081388\2019,262081388,NULL,NULL,NULL,NULL,NULL,19317a158176,0,0,1,N,,29994,2144632,0
TRIPLE-R ELECTRIC INCORPORATED,2145940,2000000,2000000,Carolinas,11/04/2021,Negotiating,Div 16 - Electrical,11/8/2021,12/6/2021,12/14/2022,1,1,1,1,1,1,1,1,1,YES,whrouse@tripler.com,2488 OLD POOLE RD,KINSTON,NC,28504,04/30/2015,0,,TRIPLERELE_56-1572271\2014,561572271,NULL,NULL,NULL,NULL,NULL,21308a287586,1,0,1,N,,35928,2145940,0
"Brill Enterprises, Inc.",2149970,3000000,3500000,Georgia,04/11/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,PFOY@BRILLENT.COM,70 HAMBY ROAD,MARIETTA,GA,30067,04/30/2023,0,Emerging Business;SB,BRILLENTER_58-2103028\2022,582103028,NULL,NULL,NULL,NULL,NULL,22101a299186,4,0,9,N,,36799,2149970,0
"Kendall Electric, Inc.",2149995,2250000,3000000,Florida,10/19/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,diane@kendallelectricinc.com,6705 SW 145 Street,Palmetto Bay,FL,33158,04/30/2023,0,MOB;SBE,KENDALLELE_65-0099543\2022,650099543,3.581654,3.722222,3.142857,3.461538,4.000000,22292a297106,4,0,5,N,,38482,2149995,0
"Baker Building Services, Inc.",2151101,750000,750000,Georgia,03/01/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,aloveless@bakerbldgservices.com,4205 First Ave,Tucker,GA,30084,04/30/2023,0,,BAKERBUILD_27-0949250\2022,270949250,2.111111,2.500000,1.500000,2.333333,0.000000,22060a293056,4,0,46,N,,36370,2151101,0
"A.W. Baylor Versapanel Plastering, Inc.",2155952,8000000,12000000,Florida,10/05/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jcrews@awbaylor.com,1760 N US HWY 1,ORMOND BEACH,FL,32174,04/30/2023,0,,AWBAYLORVE_59-3669163\2022,593669163,4.305235,4.343750,3.666666,4.210526,5.000000,22278a315556,4,0,7,N,,38418,2155952,0
"AP Framing, Inc.",2156596,0,0,Georgia,04/28/2020,Expired,Div 06 - Carpentry,3/26/2021,8/17/2021,11/21/2022,1,1,1,1,1,1,1,1,1,YES,shanna@apframing.com,595 Old Norcross Rd Suite A,Lawrenceville,Georgia,30046,04/30/2021,0,SB,APFRAMINGI_45-3461132\2020,453461132,3.429351,3.526717,3.000000,3.635135,3.555555,20119a237596,4,0,20,N,,31358,2156596,2750000
"JT Wimsatt Contracting Company, Inc.",2158514,15000000,20000000,California,09/07/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jwimsatt@jtwimsatt.com,28064 Avenue Stanford,VALENCIA,CA,91355,04/30/2024,0,,JTWIMSATTC_95-4557672\2022,954557672,3.645441,3.407407,4.200000,3.307692,3.666666,22250a314566,3,0,4,N,,38261,2158514,0
Energy One America,2160788,500000,500000,"Washington, D.C.",02/20/2023,Negotiating,Div 07 - Thermal and Moisture Protection,2/20/2023,3/21/2023,8/9/2023,1,1,0,0,1,1,1,1,0,YES,John@energyoneamerica.com,670 Marina Dr,Charleston,SC,29492,04/30/2020,389100,,ENERGYONEA_27-4812020\2019,274812020,NULL,NULL,NULL,NULL,NULL,23051a322846,3,3,7,N,,38937,2160788,0
